Austria,44.0
Belgium,41.4
Bulgaria,42.7
Croatia,43.0
Cyprus,36.8
Czech Republic,42.1
Denmark,42.2
Estonia,42.7
Finland,42.5
France,41.4
Germany,47.1
Greece,44.5
Hungary,42.3
Ireland,36.8
Italy,45.5
Latvia,43.6
Lithuania,43.7
Luxembourg,39.3
Malta,41.8
Netherlands,42.6
Poland,40.7
Portugal,42.2
Romania,41.1
Slovakia,40.5
Slovenia,44.5
Spain,42.7
Sweden,41.2
